FOODID;EUFDNAME;BESTLOC;ACQTYPE;METHTYPE
30573;PROT;12,61;S;R
30573;FIBC;0,022;S;R
30573;STARCH;0,01;S;R
30573;SUGAR;0,758;S;R
30573;RIBF;0,142;S;R
30573;THIA;0,4145;S;R
30573;VITC;0;S;R
30573;VITA;7,08;S;R
30573;VITD;0,217;S;R
30573;VITE;0,338;S;R
30573;CA;16,18;S;R
30573;FE;0,960;S;R
30573;NA;700,64;S;R
30573;FACIDCTG;19,315;S;R
30573;FAPU;2,666;S;R
30573;FAMCIS;8,0907;S;R
30573;FASAT;7,6167;S;R
30574;ENERC;117,04;S;S
30574;CHOAVL;3,705;S;R
30574;FAT;0,190;S;R
30574;PROT;0,50;S;R
30574;FIBC;2,755;S;R
30574;STARCH;0;S;R
30574;SUGAR;3,705;S;R
30574;RIBF;0,033;S;R
30574;THIA;0,0238;S;R
30574;VITC;57,00;S;R
30574;VITA;3,89;S;R
30574;VITD;0;S;R
30574;VITE;1,059;S;R
30574;CA;35,70;S;R
30574;FE;0,570;S;R
30574;NA;0,74;S;R
30574;FACIDCTG;0,064;S;R
30574;FAPU;0,038;S;R
30574;FAMCIS;0,0062;S;R
30574;FASAT;0,0173;S;R
30575;ENERC;23,41;S;S
30575;CHOAVL;0,741;S;R
30575;FAT;0,038;S;R
30575;PROT;0,10;S;R
30575;FIBC;0,551;S;R
30575;STARCH;0;S;R
30575;SUGAR;0,741;S;R
30575;RIBF;0,007;S;R
30575;THIA;0,0048;S;R
30575;VITC;11,40;S;R
30575;VITA;0,78;S;R
30575;VITD;0;S;R
30575;VITE;0,212;S;R
30575;CA;9,54;S;R
30575;FE;0,114;S;R
30575;NA;0,95;S;R
30575;FACIDCTG;0,013;S;R
30575;FAPU;0,008;S;R
30575;FAMCIS;0,0012;S;R
30575;FASAT;0,0035;S;R
30576;ENERC;212,07;S;S
30576;CHOAVL;11,550;S;R
30576;FAT;0,020;S;R
30576;PROT;0,44;S;R
30576;FIBC;0;S;R
30576;STARCH;0;S;R
30576;SUGAR;12,000;S;R
30576;RIBF;0,031;S;R
30576;THIA;0,0490;S;R
30576;VITC;31,20;S;R
30576;VITA;0,96;S;R
30576;VITD;0;S;R
30576;VITE;0,221;S;R
30576;CA;9,50;S;R
30576;FE;0,130;S;R
30576;NA;2,83;S;R
30576;FACIDCTG;0,066;S;R
30576;FAPU;0,038;S;R
30576;FAMCIS;0,0087;S;R
30576;FASAT;0,0164;S;R
30606;ENERC;208,75;S;S
30606;CHOAVL;10,853;S;R
30606;FAT;0,102;S;R
30606;PROT;0,55;S;R
30606;FIBC;0,355;S;R
30606;STARCH;0,12;S;R
30606;SUGAR;10,996;S;R
30606;RIBF;0,288;S;R
30606;THIA;0,2512;S;R
30606;VITC;24,38;S;R
30606;VITA;73,63;S;R
30606;VITD;0;S;R
30606;VITE;2,250;S;R
30606;CA;10,57;S;R
30606;FE;0,195;S;R
30606;NA;2,77;S;R
30606;FACIDCTG;0,095;S;R
30606;FAPU;0,053;S;R
30606;FAMCIS;0,0202;S;R
30606;FASAT;0,0316;S;R
30607;ENERC;197,70;S;S
30607;CHOAVL;11,014;S;R
30607;FAT;0,019;S;R
30607;PROT;0,04;S;R
30607;FIBC;1;L;P
30607;STARCH;0;S;R
30607;SUGAR;11,014;S;R
30607;RIBF;0,003;S;R
30607;THIA;0,0050;S;R
30607;VITC;30;L;P
30607;VITA;0,13;S;R
30607;VITD;0;S;R
30607;VITE;0,027;S;R
30607;CA;3,87;S;R
30607;FE;0,033;S;R
30607;NA;1,10;S;R
30607;FACIDCTG;0,011;S;R
30607;FAPU;0,006;S;R
30607;FAMCIS;0,0018;S;R
30607;FASAT;0,0021;S;R
30608;ENERC;283,08;S;S
30608;CHOAVL;12,931;S;R
30608;FAT;0,094;S;R
30608;PROT;3,28;S;R
30608;FIBC;0,130;S;R
30608;STARCH;0,05;S;R
30608;SUGAR;12,881;S;R
30608;RIBF;0,159;S;R
30608;THIA;0,0306;S;R
30608;VITC;1,23;S;R
30608;VITA;0,77;S;R
30608;VITD;0;S;R
30608;VITE;0,048;S;R
30608;CA;115,02;S;R
30608;FE;0,068;S;R
30608;NA;45,96;S;R
30608;FACIDCTG;0,091;S;R
30608;FAPU;0,009;S;R
30608;FAMCIS;0,0191;S;R
30608;FASAT;0,0586;S;R
30610;ENERC;3041,93;S;S
30610;CHOAVL;0,800;S;R
30610;FAT;81,300;S;R
30610;PROT;1,19;S;R
30610;FIBC;0;S;R
30610;STARCH;0;S;R
30610;SUGAR;0,800;S;R
30610;RIBF;0,030;S;R
30610;THIA;0;S;R
30610;VITC;0;S;R
30610;VITA;706,31;S;R
30610;VITD;0,325;S;R
30610;VITE;1,510;S;R
30610;CA;24,00;S;R
30610;FE;0,180;S;R
30610;NA;300;L;P
30610;FACIDCTG;80,239;S;R
30610;FAPU;2,570;S;R
30610;FAMCIS;19,3900;S;R
30610;FASAT;52,7799;S;R
30612;ENERC;1266,23;S;S
30612;CHOAVL;9;L;P
30612;FAT;30;I;A
30612;PROT;0,19;S;T
30612;FIBC;0;L;P
30612;STARCH;7,26;S;R
30612;SUGAR;0,8;L;P
30612;RIBF;0;S;R
30612;THIA;0;S;R
30612;VITC;0;S;R
30612;VITA;800;L;P
30612;VITD;20;L;P
30612;VITE;3;L;P
30612;CA;13,86;S;R
30612;FE;0,059;S;R
30612;NA;600;L;P
30612;FACIDCTG;31,4988;S;T
30612;FAPU;9,644;S;S
30612;FAMCIS;12,2882;S;S
30612;FASAT;7,6906;S;S
30613;ENERC;900,27;S;S
30613;CHOAVL;3;L;P
30613;FAT;23;I;A
30613;PROT;0,1;L;P
30613;FIBC;0,2;L;P
30613;STARCH;2,39;S;R
30613;SUGAR;0,1;L;P
30613;RIBF;0,000;S;R
30613;THIA;0,0001;S;R
30613;VITC;0,00;S;R
30613;VITA;800;L;P
30613;VITD;7,5;L;P
30613;VITE;20;L;P
30613;CA;7,81;S;R
30613;FE;0,030;S;R
30613;NA;440;L;P
30613;FACIDCTG;23,0120;S;S
30613;FAPU;11,2;S;CG
30613;FAMCIS;4,4;S;CG
30613;FASAT;6,2;S;CG
30614;ENERC;966,98;S;S
30614;CHOAVL;2,448;S;R
30614;FAT;25;L;E
30614;PROT;0,00;S;R
30614;FIBC;0,042;S;R
30614;STARCH;2,42;S;R
30614;SUGAR;0,027;S;R
30614;RIBF;0;S;R
30614;THIA;0;S;R
30614;VITC;0;S;R
30614;VITA;900;L;P
30614;VITD;7,5;L;P
30614;VITE;3,682;S;R
30614;CA;9,54;S;R
30614;FE;0,041;S;R
30614;NA;656,32;S;R
30614;FACIDCTG;25,0660;S;S
30614;FAPU;5,068;S;R
30614;FAMCIS;9,3661;S;R
30614;FASAT;8,1039;S;R
30616;ENERC;1485,69;S;S
30616;CHOAVL;0,010;S;R
30616;FAT;40;L;P
30616;PROT;0,32;S;R
30616;FIBC;0;S;R
30616;STARCH;0;S;R
30616;SUGAR;0,010;S;R
30616;RIBF;0;S;R
30616;THIA;0;S;R
30616;VITC;0;S;R
30616;VITA;800;L;E
30616;VITD;10;L;E
30616;VITE;7;S;S
30616;CA;13,64;S;R
30616;FE;0,005;S;R
30616;NA;400;L;E
30616;FACIDCTG;38,822;S;T
30616;FAPU;8,739;S;S
30616;FAMCIS;18,1253;S;S
30616;FASAT;10,1091;S;S
30617;ENERC;2590,00;S;S
30617;CHOAVL;0;S;S
30617;FAT;70;I;A
30617;PROT;0;S;R
30617;FIBC;0;S;R
30617;STARCH;0;S;R
30617;SUGAR;0;S;S
30617;RIBF;0;S;R
30617;THIA;0;S;R
30617;VITC;0;S;R
30617;VITA;800;L;P
30617;VITD;20;L;P
30617;VITE;10;L;P
30617;CA;4,98;S;R
30617;FE;0,002;S;R
30617;NA;300;L;P
30617;FACIDCTG;73,0381;S;T
30617;FAPU;16,371;S;S
30617;FAMCIS;31,2723;S;S
30617;FASAT;21,7948;S;S
30619;ENERC;2220,56;S;S
30619;CHOAVL;0,5;L;P
30619;FAT;60;I;A
30619;PROT;0,3;L;P
30619;FIBC;0;S;R
30619;STARCH;0;S;R
30619;SUGAR;0,5;L;P
30619;RIBF;0,001;S;R
30619;THIA;0,0002;S;R
30619;VITC;0,00;S;R
30619;VITA;800;L;P
30619;VITD;20;L;P
30619;VITE;9;L;P
30619;CA;5,89;S;R
30619;FE;0,004;S;R
30619;NA;500;L;P
30619;FACIDCTG;62,4518;S;T
30619;FAPU;14,297;S;S
30619;FAMCIS;25,9714;S;S
30619;FASAT;18,9111;S;S
30621;ENERC;1480,00;S;S
30621;CHOAVL;0;S;R
30621;FAT;40;I;A
30621;PROT;0;S;R
30621;FIBC;0;S;R
30621;STARCH;0;S;R
30621;SUGAR;0;S;R
30621;RIBF;0;S;R
30621;THIA;0;S;R
30621;VITC;0;S;R
30621;VITA;800;L;P
30621;VITD;20;L;P
30621;VITE;5;L;P
30621;CA;4,94;S;R
30621;FE;0,003;S;R
30621;NA;400;L;P
30621;FACIDCTG;41,962;S;T
30621;FAPU;10,942;S;S
30621;FAMCIS;16,7544;S;S
30621;FASAT;11,8836;S;S
30629;ENERC;2225,73;S;S
30629;CHOAVL;0,293;S;R
30629;FAT;60;I;A
30629;PROT;0,18;S;R
30629;FIBC;0;S;U
30629;STARCH;0;S;U
30629;SUGAR;0,293;S;R
30629;RIBF;0,011;S;R
30629;THIA;0,0020;S;R
30629;VITC;0,06;S;R
30629;VITA;800;L;P
30629;VITD;10;L;P
30629;VITE;11;L;P
30629;CA;12,27;S;R
30629;FE;0,006;S;R
30629;NA;360;L;P
30629;FACIDCTG;60,3512;S;T
30629;FAPU;15,316;S;S
30629;FAMCIS;24,4342;S;S
30629;FASAT;17,5789;S;S
30631;ENERC;2228,34;S;S
30631;CHOAVL;0,349;S;R
30631;FAT;60,000;S;R
30631;PROT;0,33;S;R
30631;FIBC;0;S;R
30631;STARCH;0;S;R
30631;SUGAR;0,289;S;R
30631;RIBF;0,006;S;R
30631;THIA;0,0011;S;R
30631;VITC;0,03;S;R
30631;VITA;800,00;S;R
30631;VITD;12,000;S;R
30631;VITE;12,000;S;R
30631;CA;9,63;S;R
30631;FE;0,035;S;R
30631;NA;424,00;S;R
30631;FACIDCTG;60,717;S;R
30631;FAPU;17,397;S;R
30631;FAMCIS;23,6337;S;R
30631;FASAT;16,6065;S;R
30633;ENERC;837,78;S;S
30633;CHOAVL;47,730;S;R
30633;FAT;0,100;S;R
30633;PROT;0,60;S;R
30633;FIBC;0;S;R
30633;STARCH;0;S;R
30633;SUGAR;48,030;S;R
30633;RIBF;0,040;S;R
30633;THIA;0,21;L;P
30633;VITC;9;L;P
30633;VITA;2,14;S;R
30633;VITD;0;S;R
30633;VITE;0,258;S;R
30633;CA;18,62;S;R
30633;FE;0,238;S;R
30633;NA;5,81;S;R
30633;FACIDCTG;0,140;S;R
30633;FAPU;0,075;S;R
30633;FAMCIS;0,0281;S;R
30633;FASAT;0,0309;S;R
30636;ENERC;117,59;S;S
30636;CHOAVL;0,200;S;S
30636;FAT;0;S;U
30636;PROT;0;S;IG
30636;FIBC;0;S;U
30636;STARCH;0;S;U
30636;SUGAR;0,2;L;P
30636;RIBF;0;F;E
30636;THIA;0;F;E
30636;VITC;0;S;U
30636;VITA;0;S;S
30636;VITD;0;F;E
30636;VITE;0;S;S
30636;CA;8;S;IG
30636;FE;0,5;S;IG
30636;NA;7;S;IG
30636;FACIDCTG;0;S;S
30636;FAPU;0;S;U
30636;FAMCIS;0;S;U
30636;FASAT;0;S;U
30638;ENERC;110,70;S;S
30638;CHOAVL;0,200;S;S
30638;FAT;0;F;E
30638;PROT;0;S;S
30638;FIBC;0;S;IG
30638;STARCH;0;S;IG
30638;SUGAR;0,200;S;S
30638;RIBF;0;F;E
30638;THIA;0;F;E
30638;VITC;0;F;E
30638;VITA;0;S;S
30638;VITD;0;F;E
30638;VITE;0;S;S
30638;CA;1,60;F;E
30638;FE;0,010;F;E
30638;NA;2,00;F;E
30638;FACIDCTG;0;S;S
30638;FAPU;0;S;S
30638;FAMCIS;0;S;S
30638;FASAT;0;S;S
30641;ENERC;580,20;S;S
30641;CHOAVL;0,300;S;IG
30641;FAT;9,8;D;AG
30641;PROT;12,50;S;S
30641;FIBC;0;S;IG
30641;STARCH;0;F;E
30641;SUGAR;0,300;F;E
30641;RIBF;0,375;S;R
30641;THIA;0,1154;S;R
30641;VITC;0;S;IG
30641;VITA;263,16;S;S
30641;VITD;2,200;S;R
30641;VITE;1,870;S;S
30641;CA;57,00;F;I
30641;FE;2,5;F;I
30641;NA;110,42;S;R
30641;FACIDCTG;8,3864;S;S
30641;FAPU;1,750;S;S
30641;FAMCIS;3,5108;S;S
30641;FASAT;2,6808;S;S
30646;ENERC;286,03;S;S
30646;CHOAVL;4,200;S;S
30646;FAT;5;L;P
30646;PROT;1,5;L;P
30646;FIBC;0;S;R
30646;STARCH;2;L;P
30646;SUGAR;2,200;S;S
30646;RIBF;0,101;S;R
30646;THIA;0,0186;S;R
30646;VITC;0,59;S;R
30646;VITA;18,69;S;R
30646;VITD;0,023;S;R
30646;VITE;0,606;S;R
30646;CA;45;L;P
30646;FE;0,035;S;R
30646;NA;200;L;P
30646;FACIDCTG;4,922;S;R
30646;FAPU;1,037;S;R
30646;FAMCIS;2,2332;S;R
30646;FASAT;1,4686;S;R
30665;ENERC;1697,91;S;S
30665;CHOAVL;47,744;S;R
30665;FAT;10,480;S;R
30665;PROT;27,38;S;R
30665;FIBC;4;S;CG
30665;STARCH;0;S;R
30665;SUGAR;47,744;S;R
30665;RIBF;0,098;S;R
30665;THIA;0,0140;S;R
30665;VITC;0;S;R
30665;VITA;20,76;S;R
30665;VITD;0;S;R
30665;VITE;0,296;S;R
30665;CA;610,86;S;R
30665;FE;0,452;S;R
30665;NA;262,61;S;R
30665;FACIDCTG;9,553;S;R
30665;FAPU;0,312;S;R
30665;FAMCIS;2,6593;S;R
30665;FASAT;5,7209;S;R
30673;ENERC;384,21;S;R
30673;CHOAVL;7,610;S;R
30673;FAT;3,517;S;R
30673;PROT;6,63;S;R
30673;FIBC;0,196;S;R
30673;STARCH;2,63;S;R
30673;SUGAR;4,985;S;R
30673;RIBF;0,185;S;R
30673;THIA;0,0373;S;R
30673;VITC;2,48;S;R
30673;VITA;34,41;S;R
30673;VITD;0,019;S;R
30673;VITE;0,136;S;R
30673;CA;100,56;S;R
30673;FE;0,096;S;R
30673;NA;64,88;S;R
30673;FACIDCTG;3,493;S;R
30673;FAPU;0,082;S;R
30673;FAMCIS;0,7974;S;R
30673;FASAT;2,3904;S;R
30792;ENERC;478,72;S;S
30792;CHOAVL;0;S;IG
30792;FAT;3,91;F;E
30792;PROT;19,65;F;E
30792;FIBC;0;S;U
30792;STARCH;0;S;U
30792;SUGAR;0;S;IG
30792;RIBF;0,188;F;E
30792;THIA;0,076;F;E
30792;VITC;0;F;E
30792;VITA;20,00;S;S
30792;VITD;0,5;S;I
30792;VITE;0,700;S;S
30792;CA;10;F;E
30792;FE;1,04;F;E
30792;NA;86;F;E
30792;FACIDCTG;3,3639;S;T
30792;FAPU;0,940;S;S
30792;FAMCIS;1,2000;S;S
30792;FASAT;0,9700;S;S
30914;ENERC;72,50;S;S
30914;CHOAVL;1,8;F;E
30914;FAT;0,2;F;E
30914;PROT;0,9;F;E
30914;FIBC;2,4;F;E
30914;STARCH;0,1;F;E
30914;SUGAR;1,7;F;E
30914;RIBF;0,01;F;E
30914;THIA;0,06;F;E
30914;VITC;5,0;F;E
30914;VITA;36,52;S;S
30914;VITD;0;F;E
30914;VITE;0,200;S;S
30914;CA;24,0;F;E
30914;FE;0,3;F;E
30914;NA;11,0;F;E
30925;ENERC;3026,27;S;S
30925;CHOAVL;1,029;S;R
30925;FAT;80,750;S;R
30925;PROT;1,09;S;R
30925;FIBC;0;S;R
30925;STARCH;0;S;R
30925;SUGAR;1,029;S;R
30925;RIBF;0,036;S;R
30925;THIA;0,0224;S;R
30925;VITC;0;S;R
30925;VITA;61,02;S;R
30925;VITD;0,453;S;R
30925;VITE;15,300;S;R
30925;CA;11,97;S;R
30925;FE;0,390;S;R
30925;NA;313,41;S;R
30925;FACIDCTG;80,427;S;R
30925;FAPU;26,317;S;R
30925;FAMCIS;47,8027;S;R
30925;FASAT;4,9568;S;R
30926;ENERC;231,94;S;S
30926;CHOAVL;12,378;S;R
30926;FAT;0,080;S;R
30926;PROT;0,83;S;R
30926;FIBC;0;S;R
30926;STARCH;10,32;S;R
30926;SUGAR;2,058;S;R
30926;RIBF;0,024;S;R
30926;THIA;0,0008;S;R
30926;VITC;0;S;R
30926;VITA;0;S;R
30926;VITD;0;S;R
30926;VITE;0;S;R
30926;CA;9,11;S;R
30926;FE;0,049;S;R
30926;NA;902,14;S;R
30926;FACIDCTG;0;S;R
30926;FAPU;0;S;R
30926;FAMCIS;0;S;R
30926;FASAT;0;S;R
30968;ENERC;2877,36;S;S
30968;CHOAVL;5,020;S;S
30968;FAT;68,37;F;E
30968;PROT;13,69;F;E
30968;FIBC;3,7;F;E
30968;STARCH;1,43;F;E
30968;SUGAR;3,59;F;E
30968;RIBF;0,227;F;E
30968;THIA;0,364;F;E
30968;VITC;0,8;F;E
30968;VITA;1,41;S;S
30968;VITD;0;S;U
30968;VITE;9,330;S;S
30968;CA;16;F;E
30968;FE;5,53;F;E
30968;NA;2;F;E
30968;FACIDCTG;60,3908;S;S
30968;FAPU;34,071;S;S
30968;FAMCIS;18,7650;S;S
30968;FASAT;4,8990;S;S
30991;ENERC;2115,10;S;S
30991;CHOAVL;1,000;S;S
30991;FAT;41,9;D;AG
30991;PROT;19,80;S;S
30991;FIBC;26,4;D;AG
30991;STARCH;0,5;S;CG
30991;SUGAR;0,5;D;A
30991;RIBF;0,161;F;E
30991;THIA;1,644;F;E
30991;VITC;0,6;F;E
30991;VITA;0;S;S
30991;VITD;0;S;U
30991;VITE;0,310;S;S
30991;CA;255;F;E
30991;FE;5,73;F;E
30991;NA;30;F;E
30991;FACIDCTG;41,7469;S;S
30991;FAPU;28,723;S;S
30991;FAMCIS;7,5270;S;S
30991;FASAT;3,6610;S;S
31139;ENERC;1520,73;S;S
31139;CHOAVL;64,406;S;R
31139;FAT;2,362;S;R
31139;PROT;17;L;P
31139;FIBC;6,179;S;R
31139;STARCH;62,41;S;R
31139;SUGAR;1,995;S;R
31139;RIBF;0,115;S;R
31139;THIA;0,3;S;P
31139;VITC;0;S;R
31139;VITA;0,79;S;R
31139;VITD;0;S;R
31139;VITE;2,686;S;R
31139;CA;130;L;P
31139;FE;2,8;L;P
31139;NA;120,00;S;R
31139;FACIDCTG;1,526;S;R
31139;FAPU;0,926;S;R
31139;FAMCIS;0,2461;S;R
31139;FASAT;0,2865;S;R
31144;ENERC;814,84;S;S
31144;CHOAVL;1,429;S;R
31144;FAT;15,168;S;R
31144;PROT;13,49;S;R
31144;FIBC;0;S;R
31144;STARCH;0,43;S;R
31144;SUGAR;0,999;S;R
31144;RIBF;0,149;S;R
31144;THIA;0,6045;S;R
31144;VITC;0;S;R
31144;VITA;1,30;S;R
31144;VITD;0,195;S;R
31144;VITE;2,529;S;R
31144;CA;7,76;S;R
31144;FE;0,402;S;R
31144;NA;428,48;S;R
31144;FACIDCTG;14,925;S;R
31144;FAPU;4,451;S;R
31144;FAMCIS;8,5661;S;R
31144;FASAT;1,6583;S;R
31145;ENERC;788,62;S;S
31145;CHOAVL;1,429;S;R
31145;FAT;14,193;S;R
31145;PROT;14,07;S;R
31145;FIBC;0;S;R
31145;STARCH;0,43;S;R
31145;SUGAR;0,999;S;R
31145;RIBF;0,110;S;R
31145;THIA;0,0715;S;R
31145;VITC;0;S;R
31145;VITA;3,17;S;R
31145;VITD;0,130;S;R
31145;VITE;2,555;S;R
31145;CA;7,50;S;R
31145;FE;2,020;S;R
31145;NA;413,86;S;R
31145;FACIDCTG;14,125;S;R
31145;FAPU;4,230;S;R
31145;FAMCIS;8,0721;S;R
31145;FASAT;1,4373;S;R
31160;ENERC;0;S;S
31160;CHOAVL;0;F;E
31160;FAT;0;F;E
31160;PROT;0;F;E
31160;FIBC;0;F;E
31160;STARCH;0;S;U
31160;SUGAR;0;F;E
31160;RIBF;0;F;E
31160;THIA;0;F;E
31160;VITC;0;F;E
31160;VITA;0;F;E
31160;VITD;0;S;U
31160;VITE;0;F;E
31160;CA;0;F;E
31160;FE;0;F;E
31160;NA;27360;F;E
31160;FACIDCTG;0;S;T
31160;FAPU;0;F;E
31160;FAMCIS;0;F;E
31160;FASAT;0;F;E
31174;ENERC;1487,67;S;S
31174;CHOAVL;52,869;S;R
31174;FAT;3,702;S;R
31174;PROT;23,76;S;R
31174;FIBC;6;L;P
31174;STARCH;48,01;S;R
31174;SUGAR;4,855;S;R
31174;RIBF;0,209;S;R
31174;THIA;0,5310;S;R
31174;VITC;0;S;R
31174;VITA;1,67;S;R
31174;VITD;0;S;R
31174;VITE;6,454;S;R
31174;CA;20,51;S;R
31174;FE;3,280;S;R
31174;NA;99,94;S;R
31174;FACIDCTG;2,494;S;R
31174;FAPU;1,546;S;R
31174;FAMCIS;0,4003;S;R
31174;FASAT;0,4386;S;R
31175;ENERC;1492,35;S;S
31175;CHOAVL;57,16;F;E
31175;FAT;6,07;F;E
31175;PROT;14,12;F;E
31175;FIBC;7;F;E
31175;STARCH;52,22;F;E
31175;SUGAR;4,94;F;E
31175;RIBF;0,318;F;E
31175;THIA;0,36;F;E
31175;VITA;0,71;S;S
31175;VITD;0;S;U
31175;VITE;2,440;S;S
31175;CA;47;F;E
31175;FE;4,57;F;E
31175;NA;5;F;E
31175;FACIDCTG;5,8712;S;S
31175;FAPU;3,293;S;S
31175;FAMCIS;1,6130;S;S
31175;FASAT;0,7070;S;S
31211;ENERC;2211,76;S;S
31211;CHOAVL;2,880;S;S
31211;FAT;45,9;F;E
31211;PROT;24,5;F;E
31211;FIBC;6;F;E
31211;STARCH;1,47;F;E
31211;SUGAR;1,410;S;S
31211;RIBF;0,32;F;E
31211;THIA;0,21;F;E
31211;VITC;1,9;F;E
31211;VITA;19;F;E
31211;VITD;0;S;U
31211;VITE;2,180;S;S
31211;CA;43;F;E
31211;FE;14,97;F;E
31211;NA;18;F;E
31211;FACIDCTG;45,591;S;T
31211;FAPU;20,822;S;S
31211;FAMCIS;14,2450;S;S
31211;FASAT;8,5190;S;S
31212;ENERC;2430,14;S;S
31212;CHOAVL;16,7;F;E
31212;FAT;45,97;F;E
31212;PROT;21,35;F;E
31212;FIBC;10,3;F;E
31212;STARCH;8,89;S;S
31212;SUGAR;7,81;F;E
31212;RIBF;0,158;F;E
31212;THIA;0,84;F;E
31212;VITC;2,3;F;E
31212;VITA;13;F;E
31212;VITD;0;S;U
31212;VITE;1,93;F;E
31212;CA;110;F;E
31212;FE;4,2;F;E
31212;NA;306;F;E
31212;FACIDCTG;45,6725;S;T
31212;FAPU;13,898;S;S
31212;FAMCIS;24,216;F;E
31212;FASAT;5,55;F;E
31213;ENERC;440,63;S;S
31213;CHOAVL;14,92;F;E
31213;FAT;0,37;F;E
31213;PROT;7,7;F;E
31213;FIBC;5,3;F;E
31213;STARCH;12,79;S;S
31213;SUGAR;2,13;F;E
31213;RIBF;0,053;F;E
31213;THIA;0,12;F;E
31213;VITC;1;F;E
31213;VITA;2;F;E
31213;VITD;0;S;U
31213;VITE;0,16;F;E
31213;CA;38;F;E
31213;FE;1,74;F;E
31213;NA;232;F;E
31213;FACIDCTG;0,301;S;T
31213;FAPU;0,124;F;E
31213;FAMCIS;0,052;F;E
31213;FASAT;0,112;F;E
31214;ENERC;483,66;S;S
31214;CHOAVL;15,26;F;E
31214;FAT;0,5;F;E
31214;PROT;8,62;F;E
31214;FIBC;7,4;F;E
31214;STARCH;14,94;S;S
31214;SUGAR;0,32;F;E
31214;RIBF;0,058;F;E
31214;THIA;0,159;F;E
31214;VITC;1,2;F;E
31214;VITA;0;F;E
31214;VITD;0;S;U
31214;VITE;0,03;F;E
31214;CA;28;F;E
31214;FE;2,92;F;E
31214;NA;233;F;E
31214;FACIDCTG;0,4017;S;T
31214;FAPU;0,273;F;E
31214;FAMCIS;0,039;F;E
31214;FASAT;0,072;F;E
31216;ENERC;1222,50;S;S
31216;CHOAVL;45,700;S;S
31216;FAT;0,5;F;E
31216;PROT;19,9;F;E
31216;FIBC;11,1;F;E
31216;STARCH;44,7;F;E
31216;SUGAR;1;F;E
31216;RIBF;0,22;F;E
31216;THIA;0,45;F;E
31216;VITC;0;F;E
31216;VITA;1,00;S;S
31216;VITD;0;F;E
31216;CA;84;F;E
31216;FE;4,2;F;E
31216;NA;5;F;E
31217;ENERC;571,60;S;S
31217;CHOAVL;21,300;S;S
31217;FAT;0,2;F;E
31217;PROT;9,3;F;E
31217;FIBC;5,5;F;E
31217;STARCH;20,8;F;E
31217;SUGAR;0,5;F;E
31217;RIBF;0,08;F;E
31217;THIA;0,14;F;E
31217;VITC;0;F;E
31217;VITA;0,50;S;S
31217;VITD;0;F;E
31217;CA;39;F;E
31217;FE;1,9;F;E
31217;NA;2;F;E
31218;ENERC;1285,00;S;S
31218;CHOAVL;37,5;F;E
31218;FAT;5,4;F;E
31218;PROT;21,3;F;E
31218;FIBC;10,7;F;E
31218;STARCH;43,8;F;E
31218;SUGAR;2,6;F;E
31218;RIBF;0,24;F;E
31218;THIA;0,39;F;E
31218;VITC;0;F;E
31218;VITA;4,98;S;S
31218;VITD;0;F;E
31218;VITE;2,88;F;E
31218;CA;160;F;E
31218;FE;5,5;F;E
31218;NA;39;F;E
31219;ENERC;1270,50;S;S
31219;CHOAVL;45,8;F;E
31219;FAT;1,3;F;E
31219;PROT;23,8;F;E
31219;FIBC;4,9;F;E
31219;STARCH;50,8;F;E
31219;SUGAR;2,4;F;E
31219;RIBF;0,2;F;E
31219;THIA;0,5;F;E
31219;VITC;0;F;E
31219;VITA;4,98;S;S
31219;VITD;0;F;E
31219;VITE;0,490;S;S
31219;CA;51;F;E
31219;FE;7,6;F;E
31219;NA;36;F;E
31225;ENERC;424,40;S;S
31225;CHOAVL;15,6;F;E
31225;FAT;0,4;F;E
31225;PROT;7,6;F;E
31225;FIBC;1,9;F;E
31225;STARCH;16,2;F;E
31225;SUGAR;0,8;F;E
31225;RIBF;0,04;F;E
31225;THIA;0,11;F;E
31225;VITC;0;F;E
31225;VITA;4,98;S;S
31225;VITD;0;F;E
31225;VITE;0,110;S;S
31225;CA;16;F;E
31225;FE;2,4;F;E
31225;NA;12;F;E
31229;ENERC;1170,06;S;S
31229;CHOAVL;29,331;S;R
31229;FAT;16,761;S;R
31229;PROT;2,35;S;R
31229;FIBC;1,409;S;R
31229;STARCH;0,74;S;R
31229;SUGAR;27,415;S;R
31229;RIBF;0,013;S;R
31229;THIA;0,0006;S;R
31229;VITC;0;S;R
31229;VITA;4,10;S;R
31229;VITD;0;S;R
31229;VITE;1,442;S;R
31229;CA;17,10;S;R
31229;FE;1,153;S;R
31229;NA;76,39;S;R
31229;FACIDCTG;15,639;S;R
31229;FAPU;1,096;S;R
31229;FAMCIS;5,4411;S;R
31229;FASAT;9,6384;S;R
31231;ENERC;715,88;S;S
31231;CHOAVL;2,148;S;R
31231;FAT;17,369;S;R
31231;PROT;1,79;S;R
31231;FIBC;0,785;S;R
31231;STARCH;0,24;S;R
31231;SUGAR;1,633;S;R
31231;RIBF;0,016;S;R
31231;THIA;0,0550;S;R
31231;VITC;0;S;R
31231;VITA;0,11;S;R
31231;VITD;0;S;R
31231;VITE;4,078;S;R
31231;CA;13,28;S;R
31231;FE;0,445;S;R
31231;NA;20,38;S;R
31231;FACIDCTG;17,189;S;R
31231;FAPU;6,613;S;R
31231;FAMCIS;8,8827;S;R
31231;FASAT;1,2889;S;R
